930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6]-3:O-1:O-1:	C-3:	C-3:	C(C[6]C[6,6a]C[6])(O)2	O(CC[6]O)	O(CC[6]O)	C(C[6]C[6,6a]C[6])(O)2	O(CC[6]O)	O(CC[6]O)	126.8944	0.812	5	126.8944	0.812	5	126.2101	1.460	213	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6]-3:O-1:O-1:	C-3:	C-3:	C(C[6]C[6]2)(O)2	O(CC[6]O)	O(CC[6]O)	C(C[6]C[6]2)(O)2	O(CC[6]O)	O(CC[6]O)	125.8360	1.331	151	125.8360	1.331	151	126.2101	1.460	213	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6]-3:O-1:O-1:	C-3:	C-3:	C(C[6]C[6]N[6])(O)2	O(CC[6]O)	O(CC[6]O)	C(C[6]C[6]N[6])(O)2	O(CC[6]O)	O(CC[6]O)	127.4907	1.309	45	127.4907	1.309	45	126.2101	1.460	213	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6]-3:O-1:O-1:	C-3:	C-3:	C(C[6]C[6]O[6])(O)2	O(CC[6]O)	O(CC[6]O)	C(C[6]C[6]O[6])(O)2	O(CC[6]O)	O(CC[6]O)	126.3290	0.630	5	126.3290	0.630	5	126.2101	1.460	213	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6]-3:O-1:O-1:	C-3:	C-3:	C(C[6]N[4,6]C[6])(O)2	O(CC[6]O)	O(CC[6]O)	C(C[6]N[4,6]C[6])(O)2	O(CC[6]O)	O(CC[6]O)	125.4734	0.936	7	125.4734	0.936	7	126.2101	1.460	213	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6a]-3:O-1:O-1:	C-3:	C-3:	C(C[6a]C[5,6a]C[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	C(C[6a]C[5,6a]C[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	124.3790	0.550	3	124.3790	0.550	3	124.4849	1.361	1796	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6a]-3:O-1:O-1:	C-3:	C-3:	C(C[6a]C[5a,6a]C[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	C(C[6a]C[5a,6a]C[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	125.2095	0.616	2	125.2095	0.616	2	124.4849	1.361	1796	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6a]-3:O-1:O-1:	C-3:	C-3:	C(C[6a]C[6,6a]C[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	C(C[6a]C[6,6a]C[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	124.9375	0.151	2	124.9375	0.151	2	124.4849	1.361	1796	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6a]-3:O-1:O-1:	C-3:	C-3:	C(C[6a]C[6a,6a]2)(O)2	O(CC[6a]O)	O(CC[6a]O)	C(C[6a]C[6a,6a]2)(O)2	O(CC[6a]O)	O(CC[6a]O)	125.2026	1.170	5	125.2026	1.170	5	124.4849	1.361	1796	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6a]-3:O-1:O-1:	C-3:	C-3:	C(C[6a]C[6a,6a]C[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	C(C[6a]C[6a,6a]C[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	124.8145	0.964	26	124.8145	0.964	26	124.4849	1.361	1796	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6a]-3:O-1:O-1:	C-3:	C-3:	C(C[6a]C[6a]2)(O)2	O(CC[6a]O)	O(CC[6a]O)	C(C[6a]C[6a]2)(O)2	O(CC[6a]O)	O(CC[6a]O)	124.3983	1.336	1666	124.3983	1.336	1666	124.4849	1.361	1796	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6a]-3:O-1:O-1:	C-3:	C-3:	C(C[6a]C[6a]N[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	C(C[6a]C[6a]N[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	125.7580	1.098	82	125.7580	1.098	82	124.4849	1.361	1796	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	C[6a]-3:O-1:O-1:	C-3:	C-3:	C(C[6a]C[6a]O[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	C(C[6a]C[6a]O[6a])(O)2	O(CC[6a]O)	O(CC[6a]O)	127.0556	0.722	10	127.0556	0.722	10	124.4849	1.361	1796	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	N-3:O-1:O-1:	C-3:	C-3:	C(NCC)(O)2	O(CNO)	O(CNO)	C(NCC)(O)2	O(CNO)	O(CNO)	123.5597	1.633	4	123.5597	1.633	4	124.1033	1.397	20	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	N-3:O-1:O-1:	C-3:	C-3:	C(NCH)(O)2	O(CNO)	O(CNO)	C(NCH)(O)2	O(CNO)	O(CNO)	123.8308	1.068	12	123.8308	1.068	12	124.1033	1.397	20	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	N-3:O-1:O-1:	C-3:	C-3:	C(NC[5,5]H)(O)2	O(CNO)	O(CNO)	C(NC[5,5]H)(O)2	O(CNO)	O(CNO)	125.8480	0.000	1	125.8480	0.000	1	124.1033	1.397	20	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	N-3:O-1:O-1:	C-3:	C-3:	C(NC[6]H)(O)2	O(CNO)	O(CNO)	C(NC[6]H)(O)2	O(CNO)	O(CNO)	123.2520	0.000	1	123.2520	0.000	1	124.1033	1.397	20	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	N-3:O-1:O-1:	C-3:	C-3:	C(NHN)(O)2	O(CNO)	O(CNO)	C(NHN)(O)2	O(CNO)	O(CNO)	126.3785	0.579	2	126.3785	0.579	2	124.1033	1.397	20	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	3:1:1:	3:	3:	N[6]-3:O-1:O-1:	C-3:	C-3:	C(N[6]C[6]2)(O)2	O(CN[6]O)	O(CN[6]O)	C(N[6]C[6]2)(O)2	O(CN[6]O)	O(CN[6]O)	123.8515	0.598	4	123.8515	0.598	4	123.8515	0.598	4	124.8334	1.578	2593	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CBr3)(O)2	O(CCO)	O(CCO)	C(CBr3)(O)2	O(CCO)	O(CCO)	128.4407	1.014	3	128.4407	1.014	3	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CBrCH)(O)2	O(CCO)	O(CCO)	C(CBrCH)(O)2	O(CCO)	O(CCO)	126.2770	0.530	3	126.2770	0.530	3	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC3)(O)2	O(CCO)	O(CCO)	C(CC3)(O)2	O(CCO)	O(CCO)	124.7863	0.578	9	124.7863	0.578	9	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CCCH)(O)2	O(CCO)	O(CCO)	C(CCCH)(O)2	O(CCO)	O(CCO)	123.9764	1.004	14	123.9764	1.004	14	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CCCN)(O)2	O(CCO)	O(CCO)	C(CCCN)(O)2	O(CCO)	O(CCO)	126.3600	0.567	5	126.3600	0.567	5	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CCCO)(O)2	O(CCO)	O(CCO)	C(CCCO)(O)2	O(CCO)	O(CCO)	125.3398	0.994	12	125.3398	0.994	12	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CCFF)(O)2	O(CCO)	O(CCO)	C(CCFF)(O)2	O(CCO)	O(CCO)	129.4375	0.443	6	129.4375	0.443	6	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CCHH)(O)2	O(CCO)	O(CCO)	C(CCHH)(O)2	O(CCO)	O(CCO)	123.6447	0.979	269	123.6447	0.979	269	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CCHN)(O)2	O(CCO)	O(CCO)	C(CCHN)(O)2	O(CCO)	O(CCO)	125.6151	0.876	500	125.6151	0.876	500	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CCHO)(O)2	O(CCO)	O(CCO)	C(CCHO)(O)2	O(CCO)	O(CCO)	125.6228	1.035	205	125.6228	1.035	205	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CCHS)(O)2	O(CCO)	O(CCO)	C(CCHS)(O)2	O(CCO)	O(CCO)	124.9190	0.675	2	124.9190	0.675	2	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CCOP)(O)2	O(CCO)	O(CCO)	C(CCOP)(O)2	O(CCO)	O(CCO)	125.6240	0.000	1	125.6240	0.000	1	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[3]HH)(O)2	O(CCO)	O(CCO)	C(CC[3]HH)(O)2	O(CCO)	O(CCO)	124.0740	0.000	1	124.0740	0.000	1	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[3]HN)(O)2	O(CCO)	O(CCO)	C(CC[3]HN)(O)2	O(CCO)	O(CCO)	126.4155	0.122	2	126.4155	0.122	2	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[5]CH)(O)2	O(CCO)	O(CCO)	C(CC[5]CH)(O)2	O(CCO)	O(CCO)	124.4750	0.000	1	124.4750	0.000	1	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[5]CO)(O)2	O(CCO)	O(CCO)	C(CC[5]CO)(O)2	O(CCO)	O(CCO)	127.2030	0.475	2	127.2030	0.475	2	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[5]HH)(O)2	O(CCO)	O(CCO)	C(CC[5]HH)(O)2	O(CCO)	O(CCO)	126.3880	2.499	10	126.3880	2.499	10	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[5a]CH)(O)2	O(CCO)	O(CCO)	C(CC[5a]CH)(O)2	O(CCO)	O(CCO)	126.1690	0.337	2	126.1690	0.337	2	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[5a]HH)(O)2	O(CCO)	O(CCO)	C(CC[5a]HH)(O)2	O(CCO)	O(CCO)	124.8530	0.000	1	124.8530	0.000	1	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[6]CO)(O)2	O(CCO)	O(CCO)	C(CC[6]CO)(O)2	O(CCO)	O(CCO)	127.3870	0.946	2	127.3870	0.946	2	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[6]HH)(O)2	O(CCO)	O(CCO)	C(CC[6]HH)(O)2	O(CCO)	O(CCO)	123.9657	1.028	15	123.9657	1.028	15	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[6a]2H)(O)2	O(CCO)	O(CCO)	C(CC[6a]2H)(O)2	O(CCO)	O(CCO)	124.2050	0.000	1	124.2050	0.000	1	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[6a]2O)(O)2	O(CCO)	O(CCO)	C(CC[6a]2O)(O)2	O(CCO)	O(CCO)	124.8069	0.566	8	124.8069	0.566	8	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[6a]3)(O)2	O(CCO)	O(CCO)	C(CC[6a]3)(O)2	O(CCO)	O(CCO)	123.8663	0.856	6	123.8663	0.856	6	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[6a]CH)(O)2	O(CCO)	O(CCO)	C(CC[6a]CH)(O)2	O(CCO)	O(CCO)	123.8301	1.626	15	123.8301	1.626	15	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[6a]CN)(O)2	O(CCO)	O(CCO)	C(CC[6a]CN)(O)2	O(CCO)	O(CCO)	126.0970	0.000	1	126.0970	0.000	1	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[6a]CO)(O)2	O(CCO)	O(CCO)	C(CC[6a]CO)(O)2	O(CCO)	O(CCO)	126.3034	0.405	5	126.3034	0.405	5	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[6a]HH)(O)2	O(CCO)	O(CCO)	C(CC[6a]HH)(O)2	O(CCO)	O(CCO)	123.7589	0.863	56	123.7589	0.863	56	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[6a]HN)(O)2	O(CCO)	O(CCO)	C(CC[6a]HN)(O)2	O(CCO)	O(CCO)	125.6777	0.714	7	125.6777	0.714	7	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CC[6a]HO)(O)2	O(CCO)	O(CCO)	C(CC[6a]HO)(O)2	O(CCO)	O(CCO)	125.6340	1.216	45	125.6340	1.216	45	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CCl2H)(O)2	O(CCO)	O(CCO)	C(CCl2H)(O)2	O(CCO)	O(CCO)	127.8446	0.885	5	127.8446	0.885	5	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CCl3)(O)2	O(CCO)	O(CCO)	C(CCl3)(O)2	O(CCO)	O(CCO)	128.5259	1.208	36	128.5259	1.208	36	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CClCH)(O)2	O(CCO)	O(CCO)	C(CClCH)(O)2	O(CCO)	O(CCO)	125.3920	0.000	1	125.3920	0.000	1	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CClHH)(O)2	O(CCO)	O(CCO)	C(CClHH)(O)2	O(CCO)	O(CCO)	126.0409	0.875	7	126.0409	0.875	7	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CF3)(O)2	O(CCO)	O(CCO)	C(CF3)(O)2	O(CCO)	O(CCO)	129.4706	1.069	97	129.4706	1.069	97	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CFFH)(O)2	O(CCO)	O(CCO)	C(CFFH)(O)2	O(CCO)	O(CCO)	127.9965	1.568	2	127.9965	1.568	2	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CFFP)(O)2	O(CCO)	O(CCO)	C(CFFP)(O)2	O(CCO)	O(CCO)	131.4360	0.000	1	131.4360	0.000	1	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CFHH)(O)2	O(CCO)	O(CCO)	C(CFHH)(O)2	O(CCO)	O(CCO)	128.1000	0.000	1	128.1000	0.000	1	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CH3)(O)2	O(CCO)	O(CCO)	C(CH3)(O)2	O(CCO)	O(CCO)	123.8963	1.264	98	123.8963	1.264	98	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CHHN)(O)2	O(CCO)	O(CCO)	C(CHHN)(O)2	O(CCO)	O(CCO)	125.9742	1.103	185	125.9742	1.103	185	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CHHO)(O)2	O(CCO)	O(CCO)	C(CHHO)(O)2	O(CCO)	O(CCO)	125.5459	0.845	61	125.5459	0.845	61	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CHHP)(O)2	O(CCO)	O(CCO)	C(CHHP)(O)2	O(CCO)	O(CCO)	124.0435	0.844	4	124.0435	0.844	4	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CHHS)(O)2	O(CCO)	O(CCO)	C(CHHS)(O)2	O(CCO)	O(CCO)	125.8787	0.967	19	125.8787	0.967	19	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CHSS)(O)2	O(CCO)	O(CCO)	C(CHSS)(O)2	O(CCO)	O(CCO)	127.7195	0.605	2	127.7195	0.605	2	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CN[3x6]HH)(O)2	O(CCO)	O(CCO)	C(CN[3x6]HH)(O)2	O(CCO)	O(CCO)	127.4455	0.511	4	127.4455	0.511	4	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CN[5]CH)(O)2	O(CCO)	O(CCO)	C(CN[5]CH)(O)2	O(CCO)	O(CCO)	126.5940	0.568	4	126.5940	0.568	4	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CN[5]HH)(O)2	O(CCO)	O(CCO)	C(CN[5]HH)(O)2	O(CCO)	O(CCO)	126.6415	0.801	20	126.6415	0.801	20	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CN[5a]HH)(O)2	O(CCO)	O(CCO)	C(CN[5a]HH)(O)2	O(CCO)	O(CCO)	125.8909	0.522	11	125.8909	0.522	11	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CN[6]CH)(O)2	O(CCO)	O(CCO)	C(CN[6]CH)(O)2	O(CCO)	O(CCO)	126.3995	1.151	11	126.3995	1.151	11	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CN[6]HH)(O)2	O(CCO)	O(CCO)	C(CN[6]HH)(O)2	O(CCO)	O(CCO)	126.8219	0.399	14	126.8219	0.399	14	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C-4:O-1:O-1:	C-3:	C-3:	C(CN[6a]HH)(O)2	O(CCO)	O(CCO)	C(CN[6a]HH)(O)2	O(CCO)	O(CCO)	126.8506	0.687	7	126.8506	0.687	7	125.4984	1.751	1799	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C[3]-4:O-1:O-1:	C-3:	C-3:	C(C[3]C[3]2Br)(O)2	O(CC[3]O)	O(CC[3]O)	C(C[3]C[3]2Br)(O)2	O(CC[3]O)	O(CC[3]O)	125.0790	0.000	1	125.0790	0.000	1	124.0689	0.914	8	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
930	954	954	0:SP2_SP2_SP2	C	O	O	4:1:1:	3:	3:	C[3]-4:O-1:O-1:	C-3:	C-3:	C(C[3]C[3]2C)(O)2	O(CC[3]O)	O(CC[3]O)	C(C[3]C[3]2C)(O)2	O(CC[3]O)	O(CC[3]O)	125.3130	0.000	1	125.3130	0.000	1	124.0689	0.914	8	125.4535	1.745	1978	125.0700	1.813	4658	125.0700	1.813	4658
